f_name, R_at_min_dG/dR, min_dG/dR, max_G, R_at_max_G
datasets/barred_galaxies/poisson_noise_bg_run662c.00700_1_highres.fits.png,168.0,0.1934665277453766,0.21342638171498227,132.0
datasets/barred_galaxies/poisson_noise_bg_run672.01000_3_highres.fits.png,240.0,0.14482795376085103,0.16469563338801035,180.0
datasets/barred_galaxies/poisson_noise_bg_run700.00400_2_highres.fits.png,180.0,0.12484522602253015,0.14246062061073994,120.0
datasets/barred_galaxies/poisson_noise_bg_run688.00600_1_highres.fits.png,192.0,0.11115933046483038,0.12524185326955758,132.0
datasets/barred_galaxies/poisson_noise_bg_run680.01000_4_highres.fits.png,144.0,0.2200462807138383,0.263178108087981,84.0
datasets/barred_galaxies/poisson_noise_bg_run671.01400_4_highres.fits.png,228.0,0.1470181720669848,0.16469391386898646,168.0
datasets/barred_galaxies/poisson_noise_bg_run670Diff.01000_3_highres.fits.png,48.0,0.01876008276283964,0.21607677202340697,300.0
datasets/barred_galaxies/poisson_noise_bg_run677.00800_2_highres.fits.png,192.0,0.21315279318509373,0.24245450784078065,144.0
datasets/barred_galaxies/poisson_noise_bg_run671.01300_2_highres.fits.png,156.0,0.1592229651837555,0.18158804320457583,108.0
datasets/barred_galaxies/poisson_noise_bg_run661.01000_2_highres.fits.png,192.0,0.21403812477845044,0.24546452210572897,132.0
datasets/barred_galaxies/poisson_noise_bg_run653.01050_3_highres.fits.png,288.0,0.19617181458867763,0.21725329216861766,216.0
datasets/barred_galaxies/poisson_noise_bg_run688.00300_1_highres.fits.png,144.0,0.12018938492228563,0.14201689230738973,96.0
datasets/barred_galaxies/poisson_noise_bg_run699.00600_3_highres.fits.png,288.0,0.18811678863979117,0.21779212629559064,204.0
datasets/barred_galaxies/poisson_noise_bg_run700.00100_2_highres.fits.png,132.0,0.13129916321779714,0.14956051546134227,96.0
datasets/barred_galaxies/poisson_noise_bg_run700.00600_4_highres.fits.png,192.0,0.12833267887142866,0.13710641609753477,144.0
datasets/barred_galaxies/poisson_noise_bg_run680.01200_2_highres.fits.png,300.0,0.21493744274915413,0.2158841133882358,288.0
datasets/barred_galaxies/poisson_noise_bg_run652ht.00700_4_highres.fits.png,144.0,0.18407366241343334,0.23526642947607382,72.0
datasets/barred_galaxies/poisson_noise_bg_starsrun708main.01000_3_highres.fits.png,216.0,0.21015803043188552,0.23706634924118883,156.0
datasets/barred_galaxies/poisson_noise_bg_run.240.std_3_highres.fits.png,300.0,0.26756069658468856,0.29916320456684425,228.0
datasets/barred_galaxies/poisson_noise_bg_starsrun708.00500_1_highres.fits.png,168.0,0.20641426745728406,0.23063687754678497,132.0
datasets/barred_galaxies/poisson_noise_bg_run670Diff.01500_3_highres.fits.png,300.0,0.223049309295571,0.2249903048981847,276.0
datasets/barred_galaxies/poisson_noise_bg_starsrun708main.00500_1_highres.fits.png,120.0,0.21632786992510894,0.24698779674755988,84.0
datasets/barred_galaxies/poisson_noise_bg_run.264.std_4_highres.fits.png,300.0,0.27222731481100343,0.28076785267162824,264.0
datasets/barred_galaxies/poisson_noise_bg_starsrun708.01000_3_highres.fits.png,156.0,0.19852039817243924,0.23559311742103015,108.0
datasets/barred_galaxies/poisson_noise_bg_run661.01200_4_highres.fits.png,300.0,0.22799296476023848,0.24457917447138672,240.0
datasets/barred_galaxies/poisson_noise_bg_run695.00900_3_highres.fits.png,84.0,0.1517819874360647,0.17026762174861895,60.0
datasets/barred_galaxies/poisson_noise_bg_run671.01100_4_highres.fits.png,240.0,0.1413777613747284,0.16420985526031764,168.0
datasets/barred_galaxies/poisson_noise_bg_run672.01400_2_highres.fits.png,228.0,0.14986376243112193,0.1763936663188619,156.0
datasets/barred_galaxies/poisson_noise_bg_run688.01000_4_highres.fits.png,180.0,0.11298414344078543,0.12816493241969926,120.0
datasets/barred_galaxies/poisson_noise_bg_run662c.01100_4_highres.fits.png,204.0,0.1735426804979087,0.19758714314993472,144.0
datasets/barred_galaxies/poisson_noise_bg_run653.01150_2_highres.fits.png,288.0,0.1988356126405865,0.2215082932827309,216.0
datasets/barred_galaxies/poisson_noise_bg_run695.01300_1_highres.fits.png,192.0,0.11616804060477204,0.1434386981986152,84.0
datasets/barred_galaxies/poisson_noise_bg_run680.01300_3_highres.fits.png,252.0,0.20824316006406637,0.2395710030214,168.0
datasets/barred_galaxies/poisson_noise_bg_run662.01000_4_highres.fits.png,192.0,0.21459380097459543,0.24762467472615549,132.0
datasets/barred_galaxies/poisson_noise_bg_run652ht.01400_1_highres.fits.png,60.0,0.02886775237413495,0.16110312976679025,300.0
datasets/barred_galaxies/poisson_noise_bg_run672.01300_4_highres.fits.png,192.0,0.15767606134852202,0.17734435910370178,144.0
datasets/barred_galaxies/poisson_noise_bg_run670Diff.01400_2_highres.fits.png,300.0,0.22593508475382817,0.2279728140405602,276.0
datasets/barred_galaxies/poisson_noise_bg_run.201.std_2_highres.fits.png,300.0,0.24358706150688855,0.28590747725202664,216.0
datasets/barred_galaxies/poisson_noise_bg_run661.01400_3_highres.fits.png,300.0,0.2359269431009649,0.24185802136006893,264.0
datasets/barred_galaxies/poisson_noise_bg_run700.00900_4_highres.fits.png,204.0,0.13177031031072867,0.14897865414692926,132.0
datasets/barred_galaxies/poisson_noise_bg_run695.00800_2_highres.fits.png,96.0,0.15456346347596314,0.16703786661256215,72.0
datasets/barred_galaxies/poisson_noise_bg_run670Diff.01300_4_highres.fits.png,276.0,0.2010510982202479,0.2295347015871451,192.0
datasets/barred_galaxies/poisson_noise_bg_run652ht.00800_4_highres.fits.png,168.0,0.20712277601459048,0.23774466846097075,108.0
datasets/barred_galaxies/poisson_noise_bg_run699.00500_4_highres.fits.png,300.0,0.18277780339725228,0.2076171444955649,228.0
datasets/barred_galaxies/poisson_noise_bg_run652ht.01100_1_highres.fits.png,72.0,0.036482029071875734,0.19013664284400328,300.0
datasets/barred_galaxies/poisson_noise_bg_run653.01350_4_highres.fits.png,300.0,0.20691443315044697,0.23534015272922734,216.0
datasets/barred_galaxies/poisson_noise_bg_run700.01000_1_highres.fits.png,192.0,0.12747757476131416,0.14660286609118897,132.0
datasets/barred_galaxies/poisson_noise_bg_run662c.01300_2_highres.fits.png,168.0,0.18311618333688692,0.20279617350601153,120.0
datasets/barred_galaxies/poisson_noise_bg_run662c.01400_4_highres.fits.png,204.0,0.17063955654614243,0.19732694574978843,144.0
datasets/barred_galaxies/poisson_noise_bg_run700.00500_3_highres.fits.png,156.0,0.13304017390865244,0.15933425096575135,96.0
datasets/barred_galaxies/poisson_noise_bg_run672.01100_2_highres.fits.png,180.0,0.15881914566217006,0.17901711807501608,132.0
datasets/barred_galaxies/poisson_noise_bg_run662.01200_2_highres.fits.png,276.0,0.20055833246575672,0.2258891088067514,204.0
datasets/barred_galaxies/poisson_noise_bg_run376.std_3_highres.fits.png,276.0,0.26053441310721587,0.2977132658116804,204.0
